fecha;indicativo;nombre;provincia;altitud;tmed;prec;tmin;horatmin;tmax;horatmax;dir;velmedia;racha;horaracha;presMax;horaPresMax;presMin;horaPresMin
2018-03-22;3195;MADRID, RETIRO;MADRID;667;6,6;0;-0,3;06:30;13,5;16:20;36;2,2;6,4;12:40;;;;
2018-03-23;3195;MADRID, RETIRO;MADRID;667;9,4;3,5;4,5;Varias;14,2;12:50;27;3,1;15,6;23:30;;;;
2018-03-24;3195;MADRID, RETIRO;MADRID;667;7,6;0;4;04:50;11,3;16:10;31;6,1;20,3;12:50;;;;
2018-03-25;3195;MADRID, RETIRO;MADRID;667;9,6;0;5,2;06:20;13,9;13:30;29;2,5;8,9;01:00;;;;
2018-03-26;3195;MADRID, RETIRO;MADRID;667;9,6;0;3,6;06:30;15,5;14:00;33;1,9;6,1;18:10;;;;
2018-03-27;3195;MADRID, RETIRO;MADRID;667;14,6;0;8,5;01:30;20,6;14:30;27;1,9;9,7;15:30;;;;
2018-03-28;3195;MADRID, RETIRO;MADRID;667;15;0;9,2;06:30;20,8;14:20;26;3,3;12,2;17:30;;;;
2018-03-29;3195;MADRID, RETIRO;MADRID;667;12,2;0,8;8,5;23:59;15,8;14:40;26;4,2;14,7;18:30;;;;
2018-03-30;3195;MADRID, RETIRO;MADRID;667;7,8;2,2;4;23:59;11,7;15:30;25;4,2;17,5;18:20;;;;
2018-03-31;3195;MADRID, RETIRO;MADRID;667;8,8;0;3,2;04:30;14,5;14:20;26;2,8;12,2;13:30;;;;
2018-04-01;3195;MADRID, RETIRO;MADRID;667;11,4;0;5,4;06:10;17,5;15:10;12;1,4;7,5;14:10;940,8;0;933,9;24
2018-04-02;3195;MADRID, RETIRO;MADRID;667;14,4;5,3;9,4;07:00;19,4;14:30;24;3,3;11,7;16:50;933,9;0;928,8;16
2018-04-03;3195;MADRID, RETIRO;MADRID;667;12,3;0;8,4;23:50;16,2;14:40;22;4,4;15,3;15:00;932,3;24;930;17
2018-04-04;3195;MADRID, RETIRO;MADRID;667;11,7;0;7,4;03:10;16;15:50;25;4,7;15,3;16:30;942,1;24;932,3;0
2018-04-05;3195;MADRID, RETIRO;MADRID;667;12,3;0;6;06:10;18,6;14:40;5;1,1;5,8;22:30;943;10;936,9;24
2018-04-06;3195;MADRID, RETIRO;MADRID;667;13,6;7,4;9,8;07:00;17,5;15:30;6;0,8;10;07:40;936,9;0;929;19
2018-04-07;3195;MADRID, RETIRO;MADRID;667;9,4;4,1;7,4;23:59;11,4;00:20;;;;;931,2;21;928,7;15
2018-04-08;3195;MADRID, RETIRO;MADRID;667;10,4;2,5;5,2;Varias;15,5;14:30;;;;;931,4;Varias;929,5;Varias
2018-04-09;3195;MADRID, RETIRO;MADRID;667;6,8;2,7;4,7;04:50;9;00:00;;;;;931,2;23;928,7;2
2018-04-10;3195;MADRID, RETIRO;MADRID;667;5,4;17,6;3,1;18:50;7,6;01:50;;;;;930,4;0;917,6;17
2018-04-11;3195;MADRID, RETIRO;MADRID;667;7;0;3,1;03:00;11;Varias;;;;;926,7;24;920;2
2018-04-12;3195;MADRID, RETIRO;MADRID;667;8,4;7,4;5,3;06:40;11,4;12:00;;;;;938,5;10;924,5;18
2018-04-13;3195;MADRID, RETIRO;MADRID;667;9,8;4,8;5,2;04:10;14,3;14:20;;;;;935,4;24;924,6;0
2018-04-14;3195;MADRID, RETIRO;MADRID;667;10,8;0,2;5,2;Varias;16,5;16:00;;;;;939,5;24;935,4;0
2018-04-15;3195;MADRID, RETIRO;MADRID;667;13,3;14,3;8,6;23:59;18;12:40;;;;;940,6;7;934,7;23
2018-04-16;3195;MADRID, RETIRO;MADRID;667;12,3;0;7;03:00;17,6;15:50;;;;;944,7;24;936,4;1
2018-04-17;3195;MADRID, RETIRO;MADRID;667;14,6;0;7,6;04:20;21,6;Varias;;;;;947,2;11;944,7;0
2018-04-18;3195;MADRID, RETIRO;MADRID;667;18,4;0;12,2;05:50;24,7;16:15;;1,9;;;947;9;944,5;Varias
2018-04-19;3195;MADRID, RETIRO;MADRID;667;18,1;0;12,2;04:30;24;14:50;15;2,8;9,2;21:00;946,8;2;942,6;18
2018-04-20;3195;MADRID, RETIRO;MADRID;667;17,4;0;12,3;05:30;22,5;14:40;16;3,3;12,2;14:50;944,3;3;940,8;17
2018-04-21;3195;MADRID, RETIRO;MADRID;667;15,7;0;11,6;06:50;19,8;15:30;3;2,5;9,2;12:30;943,1;0;939,5;19
2018-04-22;3195;MADRID, RETIRO;MADRID;667;18;Ip;13;02:20;22,9;14:10;10;1,9;7,8;15:30;941,2;0;937;16
2018-04-23;3195;MADRID, RETIRO;MADRID;667;19,4;0;14,4;07:00;24,3;15:40;8;2,5;9,2;12:00;942;8;940,5;17
2018-04-24;3195;MADRID, RETIRO;MADRID;667;20,5;0;14,6;05:30;26,4;15:20;10;1,4;7,8;15:10;941,4;4;939,1;18
2018-04-25;3195;MADRID, RETIRO;MADRID;667;20,8;0;13,1;04:50;28,5;Varias;4;2,2;10,8;17:50;941,6;24;937,2;Varias
2018-04-26;3195;MADRID, RETIRO;MADRID;667;20,2;0;14;05:30;26,5;14:20;22;2,5;8,3;16:40;941,6;0;937,1;19
2018-04-27;3195;MADRID, RETIRO;MADRID;667;19,4;0;14,3;05:50;24,4;13:50;26;2,5;10,3;21:20;937,2;0;933,9;21
2018-04-28;3195;MADRID, RETIRO;MADRID;667;14,4;6,2;10,2;23:59;18,7;13:30;22;3,6;11,9;15:40;935,1;7;930,1;24
2018-04-29;3195;MADRID, RETIRO;MADRID;667;8,3;3,8;4;06:30;12,6;14:10;24;4,4;14,4;13:40;937;24;928,3;4
2018-04-30;3195;MADRID, RETIRO;MADRID;667;8,2;2,5;4;06:00;12,5;11:50;31;0,8;7,8;12:00;938,2;24;936,2;16
2018-05-01;3195;MADRID, RETIRO;MADRID;667;10,7;0;5,5;05:00;15,9;15:50;8;0,8;6,7;08:20;938,9;11;936,2;18
2018-05-02;3195;MADRID, RETIRO;MADRID;667;12,1;0;6,4;05:30;17,8;13:30;26;1,4;8,3;11:30;938,5;24;936,4;5
2018-05-03;3195;MADRID, RETIRO;MADRID;667;14,4;0;9,3;04:20;19,4;14:30;2;1,9;11,4;21:20;938,5;0;935,7;15
2018-05-04;3195;MADRID, RETIRO;MADRID;667;14;0;7,5;05:30;20,5;16:00;4;2,2;11,1;07:00;938,8;24;936,3;Varias
2018-05-05;3195;MADRID, RETIRO;MADRID;667;17,1;Ip;9,9;05:50;24,3;14:40;12;1,7;13,3;21:00;940,9;24;937,2;Varias
2018-05-06;3195;MADRID, RETIRO;MADRID;667;18,4;1,5;12,8;04:50;24;14:50;8;1,7;12,8;21:00;942,1;9;937,6;18
2018-05-07;3195;MADRID, RETIRO;MADRID;667;17,6;13,5;12,4;Varias;22,7;15:15;9;1,4;16,7;19:00;940,6;10;936,4;17
2018-05-08;3195;MADRID, RETIRO;MADRID;667;18,8;0,2;12,5;05:30;25,2;13:40;8;1,1;7,8;14:40;937,1;10;933,9;17
2018-05-09;3195;MADRID, RETIRO;MADRID;667;19,1;0;13,2;05:30;25;13:50;31;1,9;7,8;19:10;935,6;0;933,2;17
2018-05-10;3195;MADRID, RETIRO;MADRID;667;18,7;0;13,5;06:20;23,9;14:10;3;2,5;10,3;07:10;939,5;24;934,8;0
2018-05-11;3195;MADRID, RETIRO;MADRID;667;19,2;0;13,3;06:00;25,1;14:50;26;2,2;8,6;20:00;941,2;10;938;18
2018-05-12;3195;MADRID, RETIRO;MADRID;667;15,4;0;10,5;23:50;20,2;12:40;31;3,1;11,1;17:20;941,4;24;937,4;15
2018-05-13;3195;MADRID, RETIRO;MADRID;667;11,8;0;6;05:20;17,5;16:30;26;2,5;10,3;15:30;943,9;10;941,4;0
2018-05-14;3195;MADRID, RETIRO;MADRID;667;14,9;0;10,4;05:50;19,4;15:10;7;1,7;10;23:10;943,7;0;940,2;19
2018-05-15;3195;MADRID, RETIRO;MADRID;667;15,8;0;8;04:40;23,5;15:40;4;1,9;12,2;22:10;942,1;8;938;19
2018-05-16;3195;MADRID, RETIRO;MADRID;667;18,4;0;11,8;05:20;25;14:30;4;2,2;11,4;00:00;940;Varias;936,1;Varias
2018-05-17;3195;MADRID, RETIRO;MADRID;667;20;Ip;14,8;04:30;25,3;14:40;1;1,1;9,4;22:40;938,6;11;935,4;Varias
2018-05-18;3195;MADRID, RETIRO;MADRID;667;18,7;0,7;14,2;Varias;23,2;12:10;19;0,8;9,7;14:40;940,2;23;937,2;Varias
2018-05-19;3195;MADRID, RETIRO;MADRID;667;19,5;0,1;13,6;04:30;25,4;12:50;4;0,6;11,1;23:59;941,1;9;937,3;20
2018-05-20;3195;MADRID, RETIRO;MADRID;667;17,9;0;13,3;04:40;22,5;15:20;3;1,1;12,8;00:30;939,6;0;934,4;18
2018-05-21;3195;MADRID, RETIRO;MADRID;667;19;5,6;13,6;04:10;24,3;14:50;3;0,8;9,4;19:00;936,8;24;933,4;16
2018-05-22;3195;MADRID, RETIRO;MADRID;667;18,6;0,1;12,6;04:50;24,6;12:30;33;0;6,1;13:20;939;24;936,2;4
2018-05-23;3195;MADRID, RETIRO;MADRID;667;20,8;0,3;15,3;05:10;26,3;15:40;23;1,4;15,3;Varias;940,1;Varias;937,3;17
2018-05-24;3195;MADRID, RETIRO;MADRID;667;21,7;28,9;15,7;05:15;27,7;16:10;;;;;939,4;9;933,5;18
2018-05-25;3195;MADRID, RETIRO;MADRID;667;15,8;8,9;12;08:40;19,5;16:30;;;;;938,5;1;935,1;17
2018-05-26;3195;MADRID, RETIRO;MADRID;667;16,9;0;11,8;01:50;22;14:00;;;;;937,4;22;936;4
2018-05-27;3195;MADRID, RETIRO;MADRID;667;19,3;3,6;13,1;03:50;25,5;14:00;;;;;938,2;Varias;934,7;19
2018-05-28;3195;MADRID, RETIRO;MADRID;667;15,5;13,8;13,2;23:59;17,8;14:30;;;;;938,4;22;935,4;15
2018-05-29;3195;MADRID, RETIRO;MADRID;667;16,2;1;12,6;Varias;19,9;11:10;;;;;937,9;0;935,7;18
2018-05-30;3195;MADRID, RETIRO;MADRID;667;14,8;0,2;11;05:15;18,6;18:00;;;;;939;24;936;5
2018-05-31;3195;MADRID, RETIRO;MADRID;667;17,8;0;12,5;05:30;23,1;14:00;;;;;941,1;24;939;0
2018-06-01;3195;MADRID, RETIRO;MADRID;667;18,7;2,3;13,6;05:10;23,8;13:10;;;;;941,7;8;937,9;19
2018-06-02;3195;MADRID, RETIRO;MADRID;667;18,2;3,9;12,8;23:59;23,5;14:30;24;1,9;11,7;16:10;941,1;Varias;939,1;17
2018-06-03;3195;MADRID, RETIRO;MADRID;667;17,8;0;11,7;04:40;23,8;13:50;26;2,2;10,8;15:40;940,2;0;936,3;Varias
2018-06-04;3195;MADRID, RETIRO;MADRID;667;16,2;0;12,4;05:40;20;14:40;22;3,1;10;17:50;938;Varias;936;17
2018-06-05;3195;MADRID, RETIRO;MADRID;667;15,9;2,4;12;04:20;19,8;13:20;28;1,7;8,3;17:40;936,9;0;935,1;17
2018-06-06;3195;MADRID, RETIRO;MADRID;667;15;3,5;10,5;06:10;19,6;16:30;32;1,7;8,6;14:00;940,2;22;935,4;3
2018-06-07;3195;MADRID, RETIRO;MADRID;667;17,7;2,8;12;04:40;23,4;13:30;26;2,5;8,9;16:00;940,8;10;938,8;23
2018-06-08;3195;MADRID, RETIRO;MADRID;667;15,4;2,8;12,2;00:00;18,6;Varias;23;2,2;8,9;18:00;939;0;931,1;17
2018-06-09;3195;MADRID, RETIRO;MADRID;667;16,2;0,5;11,7;05:10;20,7;12:00;26;1,9;10;17:00;937,9;Varias;936;Varias
2018-06-10;3195;MADRID, RETIRO;MADRID;667;15,3;0;11,2;03:40;19,4;16:30;23;1,9;8,6;13:30;937,9;0;934,8;19
2018-06-11;3195;MADRID, RETIRO;MADRID;667;16,8;Ip;12,5;05:20;21;15:50;26;2,5;8,3;16:00;938;24;936,2;17
2018-06-12;3195;MADRID, RETIRO;MADRID;667;18,6;0;13;05:10;24,3;13:30;3;1,9;8,1;17:00;941,5;22;937,5;2
2018-06-13;3195;MADRID, RETIRO;MADRID;667;19,6;0;13,7;05:00;25,5;13:30;99;2,5;8,9;Varias;942,4;Varias;939,4;17
2018-06-14;3195;MADRID, RETIRO;MADRID;667;19,8;0;12,7;05:30;27;14:40;35;1,7;8,3;14:40;941,2;8;938,7;17
2018-06-15;3195;MADRID, RETIRO;MADRID;667;23;0;15,3;05:20;30,7;14:10;10;1,4;9,4;22:30;940,9;9;937,1;Varias
2018-06-16;3195;MADRID, RETIRO;MADRID;667;24,6;0;18;04:30;31,1;15:00;5;1,9;8,9;23:20;941,1;24;938,5;18
2018-06-17;3195;MADRID, RETIRO;MADRID;667;25,1;0;17,9;04:50;32,3;14:45;3;3,1;10;18:30;946,2;23;941,1;0
2018-06-18;3195;MADRID, RETIRO;MADRID;667;24,8;0;17,6;05:00;32,1;15:20;6;2,5;10,3;23:50;945,9;10;942,1;19
2018-06-19;3195;MADRID, RETIRO;MADRID;667;24,9;0;17,3;04:40;32,5;14:20;5;1,7;10,3;00:20;944;9;940,4;20
2018-06-20;3195;MADRID, RETIRO;MADRID;667;26,6;0;20,2;05:20;33;14:30;13;1,7;8,9;23:30;943,1;7;939,1;18
2018-06-21;3195;MADRID, RETIRO;MADRID;667;26,9;0;20,5;05:10;33,3;14:00;10;1,7;6,9;11:30;943;8;939,8;17
2018-06-22;3195;MADRID, RETIRO;MADRID;667;27,7;0;21,6;04:50;33,8;14:40;6;1,7;8,3;21:30;942,4;Varias;938,7;Varias
2018-06-23;3195;MADRID, RETIRO;MADRID;667;28,5;0;21,5;06:00;35,5;14:50;6;1,1;8,6;22:40;941,2;Varias;938,2;Varias
2018-06-24;3195;MADRID, RETIRO;MADRID;667;29,3;0;22;05:50;36,6;15:10;4;1,1;7,8;22:40;940,5;7;937,3;19
2018-06-25;3195;MADRID, RETIRO;MADRID;667;29,6;0;22,9;06:15;36,2;15:00;6;1,7;8,3;00:10;940,4;8;937,1;17
2018-06-26;3195;MADRID, RETIRO;MADRID;667;29;0;23;06:00;35;14:40;25;1,9;8,1;17:40;940,5;Varias;937,8;17
2018-06-27;3195;MADRID, RETIRO;MADRID;667;26,9;0;21,9;05:00;31,9;14:10;29;2,2;9,7;14:00;940,8;8;937,7;19
2018-06-28;3195;MADRID, RETIRO;MADRID;667;26;0,1;20,9;06:20;31;11:30;23;2,2;7,8;13:40;938,2;0;932,5;19
2018-06-29;3195;MADRID, RETIRO;MADRID;667;26;0;20,5;05:40;31,6;15:40;5;1,7;9,7;20:50;934,1;8;930,3;Varias
2018-06-30;3195;MADRID, RETIRO;MADRID;667;24,4;0,7;20,2;07:00;28,7;14:30;16;2,8;9,7;14:20;934,1;23;931,8;16
2018-07-01;3195;MADRID, RETIRO;MADRID;667;23,3;0;18,6;06:10;28;14:30;24;2,8;10,3;18:10;937,2;24;934;0
2018-07-02;3195;MADRID, RETIRO;MADRID;667;22;0;16,5;05:30;27,5;14:40;25;2,5;8,9;13:00;940,8;21;936,3;1
2018-07-03;3195;MADRID, RETIRO;MADRID;667;23,4;0;16,2;05:40;30,7;16:10;99;1,1;7,5;Varias;942;9;938,6;Varias
2018-07-04;3195;MADRID, RETIRO;MADRID;667;23;0;18,5;05:45;27,5;Varias;23;2,5;12,5;12:00;942,2;24;937,6;4
2018-07-05;3195;MADRID, RETIRO;MADRID;667;22,5;0;17;05:30;28;17:30;30;0,8;6,9;00:20;943,5;Varias;941,7;18
2018-07-06;3195;MADRID, RETIRO;MADRID;667;25,1;0;18,5;05:30;31,7;13:40;4;1,9;10,3;05:00;944,2;10;940,5;Varias
2018-07-07;3195;MADRID, RETIRO;MADRID;667;27,5;0;21,4;05:00;33,6;14:20;10;1,9;9,7;23:10;943,1;9;939;18
2018-07-08;3195;MADRID, RETIRO;MADRID;667;28,2;0;21,7;05:10;34,6;13:45;5;1,9;11,7;21:30;944,1;Varias;940,4;Varias
2018-07-09;3195;MADRID, RETIRO;MADRID;667;28,2;0;21,8;05:30;34,5;13:50;6;1,7;10,8;22:40;943,3;Varias;939,7;19
2018-07-10;3195;MADRID, RETIRO;MADRID;667;28,4;0;21,5;06:00;35,2;13:50;6;2,2;11,1;00:10;942,4;8;938,2;18
2018-07-11;3195;MADRID, RETIRO;MADRID;667;27,3;0;21,4;06:10;33,2;14:10;23;2,8;10,8;16:40;940,6;0;935,2;19
2018-07-12;3195;MADRID, RETIRO;MADRID;667;26,8;0;21;06:30;32,7;15:00;4;1,4;9,7;23:30;939,2;11;936,4;19
2018-07-13;3195;MADRID, RETIRO;MADRID;667;27,6;0;21,7;05:40;33,5;14:40;4;2,5;8,9;00:10;940;Varias;937;19
2018-07-14;3195;MADRID, RETIRO;MADRID;667;26,8;0;20,3;05:10;33,2;14:40;23;1,7;9,4;16:10;941,3;10;938,8;19
2018-07-15;3195;MADRID, RETIRO;MADRID;667;24,3;0;19;05:30;29,6;14:10;24;2,2;11,9;19:10;941,9;9;938,6;18
2018-07-16;3195;MADRID, RETIRO;MADRID;667;23,7;0;17,2;05:40;30,2;13:30;29;1,4;8,6;00:30;942,8;10;940,5;0
2018-07-17;3195;MADRID, RETIRO;MADRID;667;26,4;0;19,2;05:15;33,5;13:50;7;1,7;8,6;06:20;942,8;8;936,6;20
2018-07-18;3195;MADRID, RETIRO;MADRID;667;27,1;0;21,3;05:40;32,9;14:00;25;1,9;11,1;15:10;939;Varias;936,8;1
2018-07-19;3195;MADRID, RETIRO;MADRID;667;26,2;0;19,4;06:05;32,9;14:00;25;1,9;10,3;16:50;940,6;8;937,4;17
2018-07-20;3195;MADRID, RETIRO;MADRID;667;25,4;0;18,7;05:30;32;13:40;4;1,1;9,7;19:20;938,7;24;936,7;18
2018-07-21;3195;MADRID, RETIRO;MADRID;667;24;0;17,4;05:10;30,5;13:50;3;2,2;10,3;20:00;940,2;Varias;936,4;18
2018-07-22;3195;MADRID, RETIRO;MADRID;667;24,9;0;18,1;06:00;31,7;14:30;8;0,8;8,1;00:40;938,8;24;936,8;18
2018-07-23;3195;MADRID, RETIRO;MADRID;667;27,6;0;20,5;05:20;34,7;14:50;23;1,9;8,3;15:10;940,8;8;937;19
2018-07-24;3195;MADRID, RETIRO;MADRID;667;26,4;0;19,8;05:00;33;13:50;26;1,9;8,6;10:10;939,1;Varias;936,9;Varias
2018-07-25;3195;MADRID, RETIRO;MADRID;667;27,2;0;19,9;06:30;34,6;14:10;26;1,1;7,8;12:10;939,9;10;936,3;19
2018-07-26;3195;MADRID, RETIRO;MADRID;667;27,2;0;19,8;05:50;34,5;14:20;26;1,7;8,9;15:40;938,2;Varias;935,9;18
2018-07-27;3195;MADRID, RETIRO;MADRID;667;26,8;0;19;Varias;34,5;14:40;25;2,2;10,8;15:10;938,4;Varias;935,7;Varias
2018-07-28;3195;MADRID, RETIRO;MADRID;667;25,9;0;18,6;05:10;33,2;14:00;27;2,2;10,8;15:20;938,6;12;936,7;Varias
2018-07-29;3195;MADRID, RETIRO;MADRID;667;26,2;0;19,8;16:30;32,6;14:10;22;1,7;7,5;11:30;939,9;24;936,9;5
2018-07-30;3195;MADRID, RETIRO;MADRID;667;26,8;0;19,4;05:30;34,1;14:40;28;1,4;6,9;15:00;941,2;9;938,7;18
2018-07-31;3195;MADRID, RETIRO;MADRID;667;28,2;0;21,1;04:50;35,3;14:10;16;1,1;6,4;15:00;941,8;8;938,7;18
2018-08-01;3195;MADRID, RETIRO;MADRID;667;30,2;0;23,3;05:45;37;13:50;4;0,6;6,4;00:40;941,1;10;938,8;18
2018-08-02;3195;MADRID, RETIRO;MADRID;667;31,6;0;24,6;06:10;38,5;14:10;7;1,1;7,5;22:50;943,8;8;939,7;18
2018-08-03;3195;MADRID, RETIRO;MADRID;667;32,9;0;25,9;06:50;39,9;14:20;4;1,7;10,8;17:20;942,4;Varias;939,6;18
2018-08-04;3195;MADRID, RETIRO;MADRID;667;31;0;23,4;07:00;38,6;14:15;;;;;943,3;7;940,1;18
2018-08-05;3195;MADRID, RETIRO;MADRID;667;31;0;24,4;05:30;37,6;14:10;6;0,8;9,7;00:30;942,1;10;938,6;18
2018-08-06;3195;MADRID, RETIRO;MADRID;667;30,6;0;24,4;06:40;36,9;15:50;17;1,7;11,9;17:50;941;Varias;936,5;19
2018-08-07;3195;MADRID, RETIRO;MADRID;667;30,7;0;24,7;03:10;36,7;14:00;25;2,8;11,7;14:00;937,7;Varias;933,5;18
2018-08-08;3195;MADRID, RETIRO;MADRID;667;27,9;0;21,2;05:40;34,6;14:30;24;2,8;13,1;15:30;937,2;10;933,6;17
2018-08-09;3195;MADRID, RETIRO;MADRID;667;25,4;0;19,5;Varias;31,3;Varias;6;2,2;13,6;22:50;943;24;936;Varias
2018-08-10;3195;MADRID, RETIRO;MADRID;667;24,4;0;17,5;05:40;31,3;13:40;4;2,2;13,3;01:20;945,8;Varias;942,2;18
2018-08-11;3195;MADRID, RETIRO;MADRID;667;27,9;0;22,1;05:40;33,7;14:05;16;1,4;6,7;00:30;945,9;10;941;19
2018-08-12;3195;MADRID, RETIRO;MADRID;667;29,2;0;23,3;06:20;35;13:50;26;2,2;11,1;16:40;942,3;Varias;936,3;18
2018-08-13;3195;MADRID, RETIRO;MADRID;667;27,5;0;21,5;06:00;33,5;14:10;32;2,2;7,8;18:20;938,8;24;936,1;18
2018-08-14;3195;MADRID, RETIRO;MADRID;667;26,3;0;19,6;05:40;33;13:30;4;1,1;9,7;04:50;941,9;10;938,8;0
2018-08-15;3195;MADRID, RETIRO;MADRID;667;26,7;0;19,6;06:10;33,8;14:00;6;2,2;8,9;01:30;941,8;Varias;937,6;18
2018-08-16;3195;MADRID, RETIRO;MADRID;667;27,5;0;23;06:30;32;13:50;24;1,9;7,2;17:20;940,6;12;937,8;Varias
2018-08-17;3195;MADRID, RETIRO;MADRID;667;26,1;0;20;Varias;32,2;14:30;6;1,9;11,9;23:50;943;23;938,3;16
2018-08-18;3195;MADRID, RETIRO;MADRID;667;23,6;0;16,8;05:10;30,4;15:50;5;1,7;12,8;01:00;943,1;7;940,2;Varias
2018-08-19;3195;MADRID, RETIRO;MADRID;667;25,8;0;20;04:00;31,6;14:15;5;1,7;7,2;00:30;944,8;10;941,7;18
2018-08-20;3195;MADRID, RETIRO;MADRID;667;26,6;0;20,7;05:15;32,5;14:10;11;1,4;5,3;16:50;944,5;Varias;940;19
2018-08-21;3195;MADRID, RETIRO;MADRID;667;27,7;0;21;05:40;34,4;13:50;3;1,1;8,3;16:30;942;Varias;938,3;19
2018-08-22;3195;MADRID, RETIRO;MADRID;667;27,4;0;21,9;06:30;32,8;14:45;14;1,1;10;18:30;942,5;22;939,2;15
2018-08-23;3195;MADRID, RETIRO;MADRID;667;27;0;20,2;05:50;33,8;14:00;27;1,1;9,4;16:40;942,7;24;939,7;18
2018-08-24;3195;MADRID, RETIRO;MADRID;667;26,8;0;20,6;Varias;33;14:20;33;1,4;10;15:50;943;12;939,4;Varias
2018-08-25;3195;MADRID, RETIRO;MADRID;667;25,8;0;18,8;06:10;32,8;14:20;4;2,2;9,4;21:10;940,7;0;936,8;Varias
2018-08-26;3195;MADRID, RETIRO;MADRID;667;24,4;0;17,4;06:30;31,5;14:20;3;1,4;7,8;00:10;941;9;937,7;Varias
2018-08-27;3195;MADRID, RETIRO;MADRID;667;27,8;0;20,5;06:30;35;13:30;21;1,4;8,1;14:10;940,6;10;938;5
2018-08-28;3195;MADRID, RETIRO;MADRID;667;28;0;22,3;06:20;33,8;13:10;24;2,5;10,8;15:40;940,7;11;937,5;19
2018-08-29;3195;MADRID, RETIRO;MADRID;667;25,8;0;20;06:30;31,5;14:20;5;0,8;12,5;23:20;942,3;24;939,5;0
2018-08-30;3195;MADRID, RETIRO;MADRID;667;26,4;0;20,5;Varias;32,2;13:30;4;1,4;8,6;00:10;944,4;10;940,3;18
2018-08-31;3195;MADRID, RETIRO;MADRID;667;27,3;0;21,2;06:30;33,4;14:40;5;1,9;8,9;23:00;942,8;10;939,6;18
2018-09-01;3195;MADRID, RETIRO;MADRID;667;27,3;0;21;06:50;33,6;13:40;4;1,1;7,5;01:50;943,4;10;939,2;19
2018-09-02;3195;MADRID, RETIRO;MADRID;667;27,5;1,2;20,2;22:10;34,8;14:30;34;1,7;9,2;22:40;942,4;8;937;18
2018-09-03;3195;MADRID, RETIRO;MADRID;667;26,8;0;22,3;06:10;31,3;14:50;11;1,7;7,8;03:40;937,5;10;933,7;16
2018-09-04;3195;MADRID, RETIRO;MADRID;667;24,4;0;19,4;06:20;29,5;13:30;18;1,4;6,9;15:20;938,5;8;934,6;17
2018-09-05;3195;MADRID, RETIRO;MADRID;667;23;0;18,3;05:10;27,8;13:40;25;2,8;10;19:30;939,6;9;936,6;18
2018-09-06;3195;MADRID, RETIRO;MADRID;667;22,6;0;17,8;03:50;27,4;13:30;4;0,6;8,9;23:50;939,2;24;937,4;17
2018-09-07;3195;MADRID, RETIRO;MADRID;667;22,2;5,1;16;07:20;28,5;13:50;4;2,2;10;00:50;940,4;24;938;18
2018-09-08;3195;MADRID, RETIRO;MADRID;667;20,2;1,8;16,9;07:50;23,6;13:20;5;1,7;7,8;00:00;942,8;24;940,4;Varias
2018-09-09;3195;MADRID, RETIRO;MADRID;667;21;0;15,8;05:30;26,3;14:10;99;0,8;6,1;Varias;945;24;941,6;18
2018-09-10;3195;MADRID, RETIRO;MADRID;667;22,8;0;17,3;05:20;28,3;13:45;12;1,9;10;19:20;947,6;23;944,4;Varias
2018-09-11;3195;MADRID, RETIRO;MADRID;667;23;0;17,6;05:20;28,5;13:50;3;1,9;6,7;19:10;948,1;10;943,9;17
2018-09-12;3195;MADRID, RETIRO;MADRID;667;23,2;0;17,3;05:30;29;13:50;4;0,6;6,4;01:00;946,6;Varias;943,6;18
2018-09-13;3195;MADRID, RETIRO;MADRID;667;25,4;0;18,6;06:10;32,2;13:50;22;0,8;6,1;14:00;944,3;Varias;940,7;18
2018-09-14;3195;MADRID, RETIRO;MADRID;667;25,5;0;19,4;06:10;31,6;14:00;5;1,4;5,8;00:00;943,3;11;939,9;16
2018-09-15;3195;MADRID, RETIRO;MADRID;667;25,1;0;20,2;06:20;30;13:30;11;0,8;11,9;19:30;944,9;24;941,3;17
2018-09-16;3195;MADRID, RETIRO;MADRID;667;24,1;0;18;05:50;30,2;13:50;13;0,6;5,6;14:10;945,2;Varias;942;21
2018-09-17;3195;MADRID, RETIRO;MADRID;667;24,7;1,2;18,6;23:15;30,8;13:30;17;1,9;9,2;19:10;943;7;938,2;16
2018-09-18;3195;MADRID, RETIRO;MADRID;667;23,4;0;18,2;06:20;28,5;14:30;5;1,4;6,7;00:10;942,8;24;940;15
2018-09-19;3195;MADRID, RETIRO;MADRID;667;24,2;0;18;05:40;30,4;13:50;20;0,8;4,4;14:20;945,3;11;942,7;16
2018-09-20;3195;MADRID, RETIRO;MADRID;667;25,7;0;19,9;06:20;31,5;13:30;15;1,1;6,1;13:20;945,1;9;940,9;22
2018-09-21;3195;MADRID, RETIRO;MADRID;667;25,1;0;18,9;05:00;31,3;13:20;5;1,4;7,2;20:50;944,7;24;941,8;3
2018-09-22;3195;MADRID, RETIRO;MADRID;667;26,2;0;20;06:50;32,5;13:20;6;1,7;7,2;06:10;946,5;24;944,7;0
2018-09-23;3195;MADRID, RETIRO;MADRID;667;27,2;0;20,8;05:30;33,5;13:10;5;1,4;8,6;23:10;948,1;Varias;944,3;17
2018-09-24;3195;MADRID, RETIRO;MADRID;667;26;0;20;06:50;32;13:10;4;1,9;10;07:50;948;9;943,5;17
