fecha;indicativo;nombre;provincia;altitud;tmed;prec;tmin;horatmin;tmax;horatmax;dir;velmedia;racha;horaracha;presMax;horaPresMax;presMin;horaPresMin
2019-06-10;3195;MADRID, RETIRO;MADRID;667;20,6;0;14,7;03:40;26,4;13:50;28;1,9;8,9;16:20;939,9;Varias;935,6;18
2019-06-11;3195;MADRID, RETIRO;MADRID;667;17,5;0;14;23:59;21;14:20;4;3,6;11,9;10:20;937;18;934;4
2019-06-12;3195;MADRID, RETIRO;MADRID;667;17,7;0;10;05:30;25,4;14:30;24;1,7;8,1;14:00;937;9;932,1;19
2019-06-13;3195;MADRID, RETIRO;MADRID;667;21,4;0;14,4;04:20;28,5;14:10;25;2,5;8,6;18:40;935,4;9;931,5;17
2019-06-14;3195;MADRID, RETIRO;MADRID;667;20,2;0;14,9;04:40;25,5;14:00;23;3,9;12,8;11:00;939,3;24;933;3
2019-06-15;3195;MADRID, RETIRO;MADRID;667;18,8;0;12;05:10;25,7;14:20;26;1,1;6,1;15:30;942,2;Varias;939,4;0
2019-06-16;3195;MADRID, RETIRO;MADRID;667;21,6;0;14,5;05:10;28,6;14:20;6;1,1;7,8;03:00;942,4;9;939;Varias
2019-06-17;3195;MADRID, RETIRO;MADRID;667;24;0;16;05:30;32;13:50;19;1,7;8,6;15:30;941;8;936,4;18
2019-06-18;3195;MADRID, RETIRO;MADRID;667;25,2;0;19,2;05:15;31,3;14:15;26;3,6;11,9;17:40;938,3;Varias;936,1;17
2019-06-19;3195;MADRID, RETIRO;MADRID;667;22,5;0;18;04:40;27;13:40;21;3,1;11,4;11:10;938,8;12;937;18
2019-06-20;3195;MADRID, RETIRO;MADRID;667;23;0;17,5;05:30;28,5;14:00;26;2,5;9,4;16:40;938,2;8;935;Varias
2019-06-21;3195;MADRID, RETIRO;MADRID;667;23,6;0;17,7;04:30;29,6;14:40;3;1,4;9,7;21:40;939;23;936;0
2019-06-22;3195;MADRID, RETIRO;MADRID;667;24,1;0;16,8;04:50;31,4;15:20;5;3,1;9,2;00:20;940,8;9;935;18
2019-06-23;3195;MADRID, RETIRO;MADRID;667;26;0;18,5;05:05;33,4;13:45;24;1,4;8,1;13:30;938,7;11;934,7;19
2019-06-24;3195;MADRID, RETIRO;MADRID;667;26,6;0;21,3;05:50;32;13:05;18;2,2;8,9;01:20;938,3;23;935,4;17
2019-06-25;3195;MADRID, RETIRO;MADRID;667;26,8;0;19,3;05:40;34,2;14:00;14;1,9;9,4;16:30;940,6;Varias;936,8;18
2019-06-26;3195;MADRID, RETIRO;MADRID;667;29;0;22,5;05:40;35,5;14:50;14;1,9;11,7;21:40;940,9;10;938,1;Varias
2019-06-27;3195;MADRID, RETIRO;MADRID;667;30,6;0;22,7;04:20;38,5;15:50;13;4,2;14,4;16:40;941,6;11;937,8;18
2019-06-28;3195;MADRID, RETIRO;MADRID;667;32,4;0;24;06:00;40,7;14:30;16;3,6;10,6;18:10;942,9;7;938;Varias
2019-06-29;3195;MADRID, RETIRO;MADRID;667;32,2;0;24,5;05:50;40;14:50;14;1,9;7,8;23:59;940,5;Varias;936,8;Varias
2019-06-30;3195;MADRID, RETIRO;MADRID;667;31,8;0;25;05:40;38,5;14:00;14;1,7;7,8;00:00;941,5;Varias;938,7;19
2019-07-01;3195;MADRID, RETIRO;MADRID;667;30;0;23,8;05:15;36,3;14:10;6;1,9;12,8;20:10;940,6;Varias;937;Varias
2019-07-02;3195;MADRID, RETIRO;MADRID;667;29,2;1,6;23;Varias;35,5;14:40;9;0,6;10;22:20;940,5;8;935;Varias
2019-07-03;3195;MADRID, RETIRO;MADRID;667;28,6;0;22;05:00;35,2;13:50;13;2,5;12,8;21:50;938,7;10;935,1;17
2019-07-04;3195;MADRID, RETIRO;MADRID;667;28,2;0;23,1;05:30;33,2;16:00;15;2,5;10,8;22:20;940;24;936;0
2019-07-05;3195;MADRID, RETIRO;MADRID;667;27,6;0;21,6;05:30;33,7;14:20;23;1,9;9,2;16:00;941,5;8;938;18
2019-07-06;3195;MADRID, RETIRO;MADRID;667;27,3;0;19,7;05:10;34,9;14:05;26;2,2;11,4;14:40;940,7;1;936,1;Varias
2019-07-07;3195;MADRID, RETIRO;MADRID;667;27;0;19,5;06:00;34,5;14:00;22;0,8;7,8;14:40;939;Varias;933,5;Varias
2019-07-08;3195;MADRID, RETIRO;MADRID;667;25,2;0;19,5;05:50;30,8;13:20;29;2,2;13,1;20:10;937,7;23;933;17
2019-07-09;3195;MADRID, RETIRO;MADRID;667;23,8;0;17,5;05:20;30,1;13:30;7;1,4;9,7;18:10;940,2;22;936;3
2019-07-10;3195;MADRID, RETIRO;MADRID;667;25,6;0;18,2;Varias;33,1;14:45;5;0,8;8,3;01:20;940,9;Varias;937,2;19
2019-07-11;3195;MADRID, RETIRO;MADRID;667;28,9;0;20,8;05:00;37;14:20;22;1,7;6,1;13:40;940,2;Varias;937,3;18
2019-07-12;3195;MADRID, RETIRO;MADRID;667;31,5;0;24,2;03:50;38,8;15:20;22;1,7;7,5;15:40;940,5;Varias;938;Varias
2019-07-13;3195;MADRID, RETIRO;MADRID;667;29,6;0;24,1;23:50;35;12:20;27;3,3;12,5;21:40;939,8;10;934;18
2019-07-14;3195;MADRID, RETIRO;MADRID;667;27,4;0;21,6;05:00;33,1;14:50;5;0,6;7,8;23:00;937,6;21;935,8;4
2019-07-15;3195;MADRID, RETIRO;MADRID;667;28;0;20,4;05:50;35,6;14:10;30;2,2;10;15:30;938,5;8;935,7;17
2019-07-16;3195;MADRID, RETIRO;MADRID;667;29,4;0;22;05:50;36,8;13:40;22;2,2;8,1;14:40;939,4;7;934,7;19
2019-07-17;3195;MADRID, RETIRO;MADRID;667;28,4;0;22,6;04:40;34,2;13:10;99;1,7;6,1;Varias;938,2;Varias;930;0
2019-07-18;3195;MADRID, RETIRO;MADRID;667;28,6;0;21,5;05:50;35,7;14:20;4;0,3;9,7;22:20;939,9;10;936,5;17
2019-07-19;3195;MADRID, RETIRO;MADRID;667;30,1;0;23,1;05:20;37,1;14:30;5;1,9;9,2;00:20;940,1;8;935,6;18
2019-07-20;3195;MADRID, RETIRO;MADRID;667;30,8;0;24,4;05:10;37,3;14:20;18;1,4;8,6;23:30;939,4;24;936,3;2
2019-07-21;3195;MADRID, RETIRO;MADRID;667;30,9;6,2;23,8;19:10;38;14:00;28;1,9;13,3;19:00;944,9;24;940,3;Varias
2019-07-22;3195;MADRID, RETIRO;MADRID;667;30,4;0;23,7;03:20;37,2;13:40;16;2,8;10,6;20:10;945,2;Varias;940;19
2019-07-23;3195;MADRID, RETIRO;MADRID;667;30,8;0,8;23,7;18:20;38;14:10;23;3,1;14,4;18:00;943,3;5;935;17
2019-07-24;3195;MADRID, RETIRO;MADRID;667;30,2;0;22,8;04:10;37,5;14:10;24;1,7;8,1;16:10;941;0;936,3;18
2019-07-25;3195;MADRID, RETIRO;MADRID;667;30,4;0;24,4;Varias;36,3;13:50;25;2,8;11,4;15:50;938,9;Varias;935,8;19
2019-07-26;3195;MADRID, RETIRO;MADRID;667;26,9;0;21,8;Varias;32;Varias;22;3,1;10,8;12:20;936,5;0;933;24
2019-07-27;3195;MADRID, RETIRO;MADRID;667;23;0;19;05:50;27;11:40;32;2,8;11,9;16:10;935,9;23;932,5;15
2019-07-28;3195;MADRID, RETIRO;MADRID;667;23,1;0;16,2;06:10;30;13:45;2;1,7;8,3;02:10;937,4;8;933,6;18
2019-07-29;3195;MADRID, RETIRO;MADRID;667;26,5;0;19,7;04:50;33,3;14:10;26;2,5;11,9;17:00;937,6;24;934,3;17
2019-07-30;3195;MADRID, RETIRO;MADRID;667;24,4;0;17,4;04:20;31,5;14:10;4;0,8;13,3;23:59;943,7;9;937,3;2
2019-07-31;3195;MADRID, RETIRO;MADRID;667;26,1;0;18,4;04:25;33,8;13:40;4;2,2;13,3;00:00;940,3;Varias;935;18
2019-08-01;3195;MADRID, RETIRO;MADRID;667;27,4;0;20,5;05:50;34,3;14:00;27;2,5;10;13:30;937,9;24;935;17
2019-08-02;3195;MADRID, RETIRO;MADRID;667;29;0;22,4;05:30;35,6;13:20;6;1,9;8,3;04:20;939,8;10;937,3;18
2019-08-03;3195;MADRID, RETIRO;MADRID;667;29,1;0;22,2;05:30;36;14:20;25;2,2;10,6;15:30;939,8;Varias;936;19
2019-08-04;3195;MADRID, RETIRO;MADRID;667;28,6;0;21,3;05:50;36;14:10;24;1,9;8,9;16:00;939,9;10;936,4;Varias
2019-08-05;3195;MADRID, RETIRO;MADRID;667;28,9;0;21,5;06:30;36,3;14:10;26;1,7;8,9;14:30;939,9;10;936,1;17
2019-08-06;3195;MADRID, RETIRO;MADRID;667;28,2;0;21,1;06:20;35,4;13:40;23;1,7;10;13:40;938,5;Varias;934,5;Varias
2019-08-07;3195;MADRID, RETIRO;MADRID;667;24,2;0;21,5;23:40;26,9;16:20;26;2,2;8,1;18:10;939,2;24;934,2;3
2019-08-08;3195;MADRID, RETIRO;MADRID;667;26,5;0;19,5;05:50;33,5;13:50;26;2,5;11,4;15:00;939,9;9;937;18
2019-08-09;3195;MADRID, RETIRO;MADRID;667;26,6;0;21,8;23:59;31,4;14:05;23;4,7;15,3;16:00;941,5;22;937,8;0
2019-08-10;3195;MADRID, RETIRO;MADRID;667;25,3;0;19;04:50;31,6;14:10;22;1,9;10;15:10;943,4;10;939,1;24
2019-08-11;3195;MADRID, RETIRO;MADRID;667;24,8;0;20;04:00;29,6;13:10;24;2,8;11,4;13:00;941,5;24;938,3;Varias
2019-08-12;3195;MADRID, RETIRO;MADRID;667;21,4;0;15,5;05:50;27,4;15:00;5;2,2;11,7;22:40;943,7;24;940,1;1
2019-08-13;3195;MADRID, RETIRO;MADRID;667;22,5;0;15,7;05:40;29,3;13:50;3;2,2;11,4;00:20;943,8;10;940,6;17
2019-08-14;3195;MADRID, RETIRO;MADRID;667;25,4;0;18;05:05;32,7;14:20;4;1,1;7,5;00:20;945,1;10;940,6;17
2019-08-15;3195;MADRID, RETIRO;MADRID;667;28;0;20,5;04:30;35,6;14:15;5;1,7;10,3;22:10;943,5;9;939,9;18
2019-08-16;3195;MADRID, RETIRO;MADRID;667;29;0;22,1;05:50;36;13:50;4;2,2;9,2;00:30;942,7;9;938,1;18
2019-08-17;3195;MADRID, RETIRO;MADRID;667;29,7;0;22,2;06:10;37,2;14:00;23;2,2;9,7;13:10;940,5;9;936,3;Varias
2019-08-18;3195;MADRID, RETIRO;MADRID;667;27,8;0;20,6;06:05;35;12:50;24;2,8;12,5;16:00;938,5;9;935,7;4
2019-08-19;3195;MADRID, RETIRO;MADRID;667;27,4;0,4;21,4;Varias;33,4;13:20;5;2,2;10,8;22:30;938,8;Varias;937,2;18
2019-08-20;3195;MADRID, RETIRO;MADRID;667;25,1;0,1;20,2;01:30;30;14:10;3;3,1;9,4;00:20;943,8;24;937,6;1
2019-08-21;3195;MADRID, RETIRO;MADRID;667;24;16,2;17,7;23:30;30,2;14:20;8;0,8;13,6;20:40;944,3;Varias;941,1;Varias
2019-08-22;3195;MADRID, RETIRO;MADRID;667;24;0;17;02:10;31;14:10;12;1,7;6,4;22:40;945,3;9;941,3;22
2019-08-23;3195;MADRID, RETIRO;MADRID;667;26,2;0;20;06:20;32,3;14:20;10;0,8;5,3;00:00;945,3;10;941;18
2019-08-24;3195;MADRID, RETIRO;MADRID;667;27;0;20,5;06:05;33,6;14:10;13;1,4;6,7;23:10;943,7;10;940;18
2019-08-25;3195;MADRID, RETIRO;MADRID;667;27,8;4,2;21,6;06:30;34;14:15;12;2,8;9,7;22:30;942,1;9;937,3;19
2019-08-26;3195;MADRID, RETIRO;MADRID;667;20,9;26,9;15,4;23:59;26,4;13:40;12;1,7;10,3;16:50;941;23;936,1;Varias
2019-08-27;3195;MADRID, RETIRO;MADRID;667;20,6;0;15;01:10;26,2;14:05;7;0,8;6,1;04:50;941,1;Varias;939,3;2
2019-08-28;3195;MADRID, RETIRO;MADRID;667;24,3;0;18,4;Varias;30,2;14:15;99;1,7;4,7;Varias;942,3;12;940,1;18
2019-08-29;3195;MADRID, RETIRO;MADRID;667;26,2;0;20;05:30;32,5;14:10;5;0,8;6,7;23:10;944,8;10;942;1
2019-08-30;3195;MADRID, RETIRO;MADRID;667;27,1;10,6;20;23:40;34,2;14:15;24;1,9;13,1;17:20;945;11;941,5;17
2019-08-31;3195;MADRID, RETIRO;MADRID;667;25;0;18;05:50;32;14:10;13;0,6;5,3;14:20;943,2;0;939,4;Varias
2019-09-01;3195;MADRID, RETIRO;MADRID;667;26,2;0;20,5;02:50;31,9;13:10;7;1,9;13,9;23:50;939,5;24;937,1;16
2019-09-02;3195;MADRID, RETIRO;MADRID;667;24,4;0;18,2;06:00;30,6;14:10;4;3,1;12,2;01:00;942,8;10;940,5;18
2019-09-03;3195;MADRID, RETIRO;MADRID;667;25,2;0;18,8;06:00;31,5;13:50;5;1,7;7,5;02:20;945;11;941;18
2019-09-04;3195;MADRID, RETIRO;MADRID;667;26,1;0;19,5;06:05;32,7;14:05;3;1,1;11,1;21:40;943,9;8;939,1;18
2019-09-05;3195;MADRID, RETIRO;MADRID;667;21,6;0;15,5;23:50;27,7;13:30;5;3,3;15,6;07:40;944,7;10;941,7;2
2019-09-06;3195;MADRID, RETIRO;MADRID;667;19,2;0;12,4;05:50;26;14:00;4;2,2;12,2;08:10;944,8;Varias;941;Varias
2019-09-07;3195;MADRID, RETIRO;MADRID;667;20,8;0;14;04:20;27,5;13:30;5;1,7;11,4;03:20;943,8;Varias;939,9;Varias
2019-09-08;3195;MADRID, RETIRO;MADRID;667;22,8;0;16,8;05:40;28,7;14:10;3;1,9;8,6;00:40;942,4;8;938,8;Varias
2019-09-09;3195;MADRID, RETIRO;MADRID;667;23,2;0;16,5;05:50;29,8;14:00;27;3,1;11,9;18:10;941,2;Varias;936,6;Varias
2019-09-10;3195;MADRID, RETIRO;MADRID;667;18,1;0;14,2;07:40;22;12:30;3;3,3;13,9;16:10;942,4;23;935,9;3
2019-09-11;3195;MADRID, RETIRO;MADRID;667;20,2;0;14,4;02:50;26;13:20;4;4,2;15,8;08:40;948;24;940,5;0
2019-09-12;3195;MADRID, RETIRO;MADRID;667;22,1;0;15,8;03:50;28,4;14:10;2;3,3;12,8;08:50;949,3;10;946,7;4
2019-09-13;3195;MADRID, RETIRO;MADRID;667;17,7;6,8;14,7;Varias;20,7;Varias;4;3,3;11,7;08:50;950;Varias;947;18
2019-09-14;3195;MADRID, RETIRO;MADRID;667;18;13,7;15,6;18:50;20,5;10:10;15;2,8;8,6;11:20;947,3;12;944,5;24
2019-09-15;3195;MADRID, RETIRO;MADRID;667;18,8;1,7;15,5;Varias;22;16:10;9;2,2;7,2;17:10;944,8;0;942,9;Varias
2019-09-16;3195;MADRID, RETIRO;MADRID;667;21;0;16,6;06:50;25,3;13:50;33;0,8;9,2;16:20;943,7;11;941;Varias
2019-09-17;3195;MADRID, RETIRO;MADRID;667;22,7;0;17;06:00;28,4;13:40;25;1,7;11,4;18:10;942,3;0;938,5;15
2019-09-18;3195;MADRID, RETIRO;MADRID;667;22;0;17;Varias;27,1;13:50;17;1,4;5,8;16:50;940,6;Varias;938,3;Varias
2019-09-19;3195;MADRID, RETIRO;MADRID;667;23,2;0;17,5;06:30;29;14:00;4;1,7;5,8;19:40;940,5;11;937,5;Varias
2019-09-20;3195;MADRID, RETIRO;MADRID;667;20,7;6,7;16,4;23:30;25;15:50;24;2,5;13,6;19:10;940;Varias;936,6;19
2019-09-21;3195;MADRID, RETIRO;MADRID;667;18;4,2;14,6;06:40;21,5;12:50;24;1,1;5,3;11:20;937,8;10;935,4;19
2019-09-22;3195;MADRID, RETIRO;MADRID;667;19,4;0;15,2;23:10;23,7;15:00;23;2,5;8,3;12:40;942;24;935,3;5
2019-09-23;3195;MADRID, RETIRO;MADRID;667;17,5;0;12;06:00;23;15:40;25;1,1;5,6;13:40;944,5;Varias;942,8;17
2019-09-24;3195;MADRID, RETIRO;MADRID;667;19,8;0;13;05:20;26,5;13:20;28;2,5;10,3;18:30;943,6;9;940;17
2019-09-25;3195;MADRID, RETIRO;MADRID;667;19;0;14;06:20;23,9;13:40;32;1,4;8,6;00:40;942,5;Varias;940;5
2019-09-26;3195;MADRID, RETIRO;MADRID;667;21;0;15,4;06:30;26,5;13:30;7;1,4;5;00:10;944;11;941,5;18
2019-09-27;3195;MADRID, RETIRO;MADRID;667;21,5;0;14,8;06:30;28,2;13:30;23;1,4;6,7;13:30;943,8;10;940,9;20
2019-09-28;3195;MADRID, RETIRO;MADRID;667;21,4;0;15,2;04:30;27,5;13:30;3;1,4;5,3;02:40;944,9;10;941,1;18
2019-09-29;3195;MADRID, RETIRO;MADRID;667;22,6;0;15,2;Varias;29,9;13:30;22;1,7;7,5;14:00;943;12;940,5;18
2019-09-30;3195;MADRID, RETIRO;MADRID;667;21,5;0;14;05:50;29;13:30;23;1,4;7,5;15:30;942,8;10;939,3;Varias
2019-10-01;3195;MADRID, RETIRO;MADRID;667;20,2;0;14;06:30;26,5;13:10;99;2,2;11,4;Varias;939,5;22;937,3;5
2019-10-02;3195;MADRID, RETIRO;MADRID;667;18,1;0;14;06:30;22,2;13:10;33;1,9;10;02:00;942,7;21;940,2;Varias
2019-10-03;3195;MADRID, RETIRO;MADRID;667;18;0;11,8;06:30;24,2;15:40;17;1,1;4,7;15:20;943,5;10;940,8;17
2019-10-04;3195;MADRID, RETIRO;MADRID;667;19,9;0;13,5;06:50;26,3;16:00;23;1,4;5,8;14:40;942,6;9;938;20
2019-10-05;3195;MADRID, RETIRO;MADRID;667;20,2;0;14,3;Varias;26;13:10;20;1,1;5;15:10;940,9;24;938,7;4
2019-10-06;3195;MADRID, RETIRO;MADRID;667;20;0;13,5;06:30;26,5;13:25;33;1,4;6,9;17:50;943,9;11;941;2
2019-10-07;3195;MADRID, RETIRO;MADRID;667;20,8;0;15;06:40;26,6;13:20;9;0,8;6,1;22:20;943,3;9;941,8;19
2019-10-08;3195;MADRID, RETIRO;MADRID;667;21,6;0;15,1;05:40;28;13:20;21;1,1;5,8;13:40;943,7;Varias;940,1;Varias
2019-10-09;3195;MADRID, RETIRO;MADRID;667;21,5;0;16;06:30;27;Varias;4;0,6;10,3;23:50;940,5;23;937,9;17
2019-10-10;3195;MADRID, RETIRO;MADRID;667;19,9;0;15,1;05:00;24,7;15:30;6;1,9;11,1;00:30;944,8;10;941,4;2
2019-10-11;3195;MADRID, RETIRO;MADRID;667;20,6;0;16;06:20;25,3;16:00;13;1,1;5;11:50;945,5;9;939,9;20
2019-10-12;3195;MADRID, RETIRO;MADRID;667;20,8;5,4;15,7;19:40;26;14:10;20;1,4;12,8;19:00;941,9;10;938,1;19
2019-10-13;3195;MADRID, RETIRO;MADRID;667;18,9;0;15,2;05:00;22,6;13:00;24;1,4;6,7;12:40;940,2;Varias;936,3;24
2019-10-14;3195;MADRID, RETIRO;MADRID;667;14;3,2;8,4;23:59;19,5;13:30;26;3,9;17,2;16:10;941;24;933,8;4
2019-10-15;3195;MADRID, RETIRO;MADRID;667;11,6;0;7;06:30;16,3;13:10;27;1,7;7,2;13:10;944,1;Varias;940,9;0
2019-10-16;3195;MADRID, RETIRO;MADRID;667;13,1;0,6;7,8;06:50;18,4;13:05;26;1,9;7,5;15:20;944,5;9;941;16
2019-10-17;3195;MADRID, RETIRO;MADRID;667;12,8;2,3;9,7;Varias;15,9;18:00;99;1,4;6,4;Varias;942,8;9;941,1;Varias
2019-10-18;3195;MADRID, RETIRO;MADRID;667;16,9;0,1;14;23:59;19,8;13:10;25;2,5;9,7;13:30;941,6;0;936,8;23
2019-10-19;3195;MADRID, RETIRO;MADRID;667;14,2;18,4;11,3;06:50;17;16:20;21;2,5;8,9;14:00;937,2;0;928,2;22
2019-10-20;3195;MADRID, RETIRO;MADRID;667;9,6;0,5;6,8;23:00;12,5;00:20;25;2,5;10,3;03:10;938,2;23;928,6;0
2019-10-21;3195;MADRID, RETIRO;MADRID;667;10,4;0;6,3;05:45;14,4;13:15;4;1,1;6,1;23:50;941,3;9;938,3;0
2019-10-22;3195;MADRID, RETIRO;MADRID;667;9,6;10,1;8,3;23:59;11;11:00;7;2,5;10;10:30;939,7;0;929,9;24
2019-10-23;3195;MADRID, RETIRO;MADRID;667;8,6;1,5;7;06:20;10,2;16:10;26;1,4;6,4;12:20;934,8;24;929;6
2019-10-24;3195;MADRID, RETIRO;MADRID;667;12;0;7,5;Varias;16,5;13:30;29;1,4;6,4;11:10;946,3;23;935,3;0
2019-10-25;3195;MADRID, RETIRO;MADRID;667;13,4;0;8,2;07:30;18,6;13:00;6;1,1;4,2;06:10;947,4;11;944,5;17
2019-10-26;3195;MADRID, RETIRO;MADRID;667;15,2;0;9,5;06:30;20,9;13:10;99;1,1;5,6;Varias;945,3;11;942,9;16
2019-10-27;3195;MADRID, RETIRO;MADRID;667;15,8;0;10,6;04:50;20,9;13:20;4;0,8;5,6;00:00;945,2;9;942,2;20
2019-10-28;3195;MADRID, RETIRO;MADRID;667;17,3;0;13,4;05:30;21,2;13:15;24;1,7;5,6;15:30;942,3;Varias;940,3;Varias
2019-10-29;3195;MADRID, RETIRO;MADRID;667;14,3;0;11;Varias;17,6;16:00;99;0,6;3,3;Varias;944,4;24;939;3
2019-10-30;3195;MADRID, RETIRO;MADRID;667;14,4;0;10,8;07:00;18;14:30;28;0,8;6,4;Varias;946,7;10;944,1;2
2019-10-31;3195;MADRID, RETIRO;MADRID;667;18;0,5;14,2;04:00;21,7;13:20;29;1,4;8,1;08:40;947,5;Varias;944,7;3
2019-11-01;3195;MADRID, RETIRO;MADRID;667;16,8;0,2;14,3;04:10;19,3;12:40;26;3,1;12,2;14:50;945,9;0;938,9;24
2019-11-02;3195;MADRID, RETIRO;MADRID;667;15,9;0;13,2;23:59;18,6;14:35;26;3,3;11,9;22:20;938,7;0;928,8;24
2019-11-03;3195;MADRID, RETIRO;MADRID;667;14,6;0;12,6;04:00;16,5;13:30;30;5;17,8;09:10;935,4;23;926,4;4
2019-11-04;3195;MADRID, RETIRO;MADRID;667;12,6;1,3;8,7;23:59;16,6;13:10;24;5,3;14,7;13:00;935,9;0;929,9;16
2019-11-05;3195;MADRID, RETIRO;MADRID;667;11,2;1,8;7,7;07:25;14,7;13:45;28;3,1;13,1;15:10;937,3;24;930,5;0
2019-11-06;3195;MADRID, RETIRO;MADRID;667;10,6;0,1;7,4;06:50;13,7;12:50;26;1,9;10,3;12:20;939,5;Varias;935,5;24
2019-11-07;3195;MADRID, RETIRO;MADRID;667;8,2;1;3,7;23:10;12,6;Varias;33;3,3;11,9;09:30;935,8;Varias;933,4;Varias
2019-11-08;3195;MADRID, RETIRO;MADRID;667;8,4;0,1;4,3;06:50;12,4;13:40;29;3,3;13,9;15:40;943,5;24;934,2;1
2019-11-09;3195;MADRID, RETIRO;MADRID;667;8,4;1,4;5,2;07:20;11,5;12:30;30;1,9;12,8;23:50;943,1;Varias;938,9;24
2019-11-10;3195;MADRID, RETIRO;MADRID;667;7;0;4,5;22:40;9,6;11:30;35;3,3;12,2;04:10;941,5;24;938,6;1
2019-11-11;3195;MADRID, RETIRO;MADRID;667;7,8;0;3,9;00:50;11,8;15:10;4;1,7;7,2;17:50;941,3;0;937,4;14
2019-11-12;3195;MADRID, RETIRO;MADRID;667;8,4;5,4;4,2;07:05;12,6;13:20;23;1,7;9,2;23:59;939,5;Varias;932;24
2019-11-13;3195;MADRID, RETIRO;MADRID;667;12;1,8;9;Varias;15;15:00;26;2,8;13,6;03:00;935;18;929,1;3
2019-11-14;3195;MADRID, RETIRO;MADRID;667;7,6;0,5;4,9;08:20;10,2;14:40;30;3,6;14,4;15:40;931,2;0;922,4;14
2019-11-15;3195;MADRID, RETIRO;MADRID;667;6,7;0;4,2;04:30;9,2;13:40;28;2,8;11,9;01:00;931,1;24;924,1;Varias
2019-11-16;3195;MADRID, RETIRO;MADRID;667;5,7;0;1,5;06:40;9,9;14:20;30;1,4;10,3;16:40;938,8;22;930,9;2
2019-11-17;3195;MADRID, RETIRO;MADRID;667;5,6;3,9;3,5;04:40;7,8;Varias;23;2,2;7,5;13:30;938,8;0;932;22
2019-11-18;3195;MADRID, RETIRO;MADRID;667;6,8;0;3;04:50;10,5;13:30;99;3,3;7,5;Varias;939,4;22;931,6;0
2019-11-19;3195;MADRID, RETIRO;MADRID;667;5;0;0,7;07:30;9,4;14:20;22;0,8;5,8;13:20;942,8;9;936,4;24
2019-11-20;3195;MADRID, RETIRO;MADRID;667;5,9;5,2;3,2;06:40;8,6;14:20;26;0,6;5,3;15:30;936,6;0;931,7;Varias
2019-11-21;3195;MADRID, RETIRO;MADRID;667;7,2;1,6;5,5;00:10;8,8;16:00;26;0,8;6,1;14:20;932;11;929,8;24
2019-11-22;3195;MADRID, RETIRO;MADRID;667;8,9;8,8;6,4;04:00;11,4;15:50;23;3,1;13,3;19:40;930,3;0;916;16
2019-11-23;3195;MADRID, RETIRO;MADRID;667;9,1;0;6,5;Varias;11,7;13:40;28;3,6;16,1;06:40;934,7;24;917;1
2019-11-24;3195;MADRID, RETIRO;MADRID;667;8,9;0;6;06:00;11,8;13:30;31;3,1;10,3;03:20;938,4;10;933,6;1
2019-11-25;3195;MADRID, RETIRO;MADRID;667;12;0;8,5;00:20;15,6;Varias;23;2,2;8,6;00:40;939,5;21;936,2;5
2019-11-26;3195;MADRID, RETIRO;MADRID;667;11,4;2,5;9,5;00:40;13,4;15:40;26;1,7;11,4;22:30;938,9;0;932,8;23
2019-11-27;3195;MADRID, RETIRO;MADRID;667;11,4;0;9,6;Varias;13,3;13:30;23;2,5;10,8;00:00;938;24;933;2
2019-11-28;3195;MADRID, RETIRO;MADRID;667;9,8;0;8;Varias;11,7;Varias;25;2,8;9,2;17:30;940,9;11;937,3;2
2019-11-29;3195;MADRID, RETIRO;MADRID;667;12,6;0,6;11;00:00;14,3;13:10;26;1,9;9,4;03:30;944,2;22;939,6;Varias
2019-11-30;3195;MADRID, RETIRO;MADRID;667;11,7;7,8;8,5;23:59;14,9;13:15;32;3,1;11,4;20:00;944,3;0;937,1;Varias
2019-12-01;3195;MADRID, RETIRO;MADRID;667;7,4;26,8;6,2;06:50;8,7;15:20;4;1,1;8,1;23:59;937,5;0;932,9;16
2019-12-02;3195;MADRID, RETIRO;MADRID;667;8;0;5,3;23:59;10,8;14:20;5;5;12,2;14:20;940;Varias;937;7
2019-12-03;3195;MADRID, RETIRO;MADRID;667;5,9;2;2,8;08:00;9;14:50;6;3,3;11,4;06:50;940;0;936,1;15
2019-12-04;3195;MADRID, RETIRO;MADRID;667;8,5;2;5,4;02:00;11,6;14:20;5;3,1;11,1;14:30;936,3;0;930,9;13
2019-12-05;3195;MADRID, RETIRO;MADRID;667;10;0;7,9;06:40;12;13:45;5;3,6;12,8;10:30;944,7;23;934,9;0
2019-12-06;3195;MADRID, RETIRO;MADRID;667;9,6;0;6,7;22:00;12,5;13:40;5;1,1;6,1;00:00;946,4;Varias;944,2;Varias
2019-12-07;3195;MADRID, RETIRO;MADRID;667;7,8;0;3,7;07:40;12;14:30;4;0,8;4,7;03:10;947,8;22;945;14
2019-12-08;3195;MADRID, RETIRO;MADRID;667;5,6;2,7;4,1;04:10;7;Varias;8;0,3;3,1;22:10;949,2;24;946,3;5
2019-12-09;3195;MADRID, RETIRO;MADRID;667;8,2;0;4,7;23:40;11,6;14:40;26;1,4;5,8;12:50;952,3;23;948;0
2019-12-10;3195;MADRID, RETIRO;MADRID;667;6;0;3,9;23:40;8;15:20;12;0,6;4,2;12:20;952,5;0;947,4;24
2019-12-11;3195;MADRID, RETIRO;MADRID;667;7,4;0,3;3,8;09:30;11;13:30;28;2,8;11,7;13:00;947,7;0;944,2;13
